"Time_Iter","Outer_Iter","Inner_Iter",     "rms[P]"     ,     "rms[U]"     ,     "rms[V]"     ,     "rms[nu]"    
          0,           0,         528,      -4.170046173,      -3.127684621,      -3.185431126,      -7.202371337
          0,           0,         529,      -4.168017836,      -3.130198058,      -3.183204393,      -7.199670176
          0,           0,         530,       -4.16631476,      -3.132811334,      -3.180811535,      -7.196958763
          0,           0,         531,       -4.16510577,      -3.135626555,      -3.178349282,      -7.194237107
          0,           0,         532,      -4.164279693,      -3.138421248,      -3.175928911,      -7.191472419
          0,           0,         533,      -4.163764942,      -3.141214557,      -3.173612797,      -7.188720035
          0,           0,         534,       -4.16351443,      -3.144038809,       -3.17139974,      -7.185991541
          0,           0,         535,      -4.163253867,      -3.146854101,      -3.169274138,      -7.183290525
          0,           0,         536,      -4.163426937,      -3.149677701,      -3.167087431,      -7.180610042
          0,           0,         537,      -4.163617533,      -3.152459547,      -3.164963732,      -7.177953021
          0,           0,         538,      -4.163709272,      -3.155114425,      -3.162999888,       -7.17535668
          0,           0,         539,       -4.16450453,       -3.15800879,      -3.161253623,      -7.172728848
          0,           0,         540,      -4.164507873,      -3.160567617,       -3.15968712,      -7.170131407
          0,           0,         541,      -4.164122112,      -3.162935582,      -3.158256793,      -7.167565427
          0,           0,         542,      -4.163631057,      -3.165160516,      -3.156950908,      -7.165039535
          0,           0,         543,      -4.163285154,      -3.167281902,      -3.155821827,      -7.162582438
          0,           0,         544,       -4.16302845,      -3.169263476,       -3.15491944,      -7.160177309
          0,           0,         545,       -4.16271977,      -3.171176838,      -3.154020112,      -7.157795617
          0,           0,         546,      -4.162229578,      -3.172983718,      -3.153113425,       -7.15534992
          0,           0,         547,      -4.163252872,       -3.17462069,      -3.152487321,      -7.152860642
          0,           0,         548,      -4.164460044,      -3.176165164,      -3.151732978,      -7.150363736
          0,           0,         549,      -4.165396544,      -3.177656745,      -3.150855608,      -7.147857432
          0,           0,         550,      -4.166304847,       -3.17902551,      -3.149775358,      -7.145272719
          0,           0,         551,      -4.167374543,      -3.180252124,      -3.148523647,      -7.142692253
          0,           0,         552,      -4.168875606,      -3.181719065,      -3.147288653,      -7.140127839
          0,           0,         553,      -4.170443376,      -3.182862291,      -3.146194722,        -7.1376192
          0,           0,         554,      -4.172205623,      -3.183682564,      -3.145230601,      -7.135134594
          0,           0,         555,      -4.174353476,      -3.184286406,      -3.144321615,      -7.132676906
          0,           0,         556,      -4.176881554,      -3.184648875,      -3.143494555,      -7.130253632
          0,           0,         557,      -4.179732525,      -3.184835848,      -3.142776695,       -7.12783658
          0,           0,         558,      -4.182962053,      -3.184648197,      -3.142253977,      -7.125481358
          0,           0,         559,      -4.186332508,      -3.184144123,      -3.141934512,      -7.123170508
          0,           0,         560,      -4.189829812,      -3.183329015,      -3.141708728,      -7.120897666
          0,           0,         561,      -4.193570036,      -3.182219679,      -3.141581921,      -7.118644088
          0,           0,         562,      -4.197730392,      -3.180878852,      -3.141799627,      -7.116415086
          0,           0,         563,      -4.203318693,       -3.17945547,      -3.141963873,      -7.114199012
          0,           0,         564,      -4.208281624,      -3.177884005,      -3.141969255,      -7.111974745
          0,           0,         565,        -4.2130156,      -3.176274641,      -3.141963536,      -7.109746851
          0,           0,         566,      -4.217419942,      -3.174603061,      -3.141899104,      -7.107493152
          0,           0,         567,      -4.221767982,      -3.172753742,      -3.141883913,      -7.105232367
          0,           0,         568,       -4.22627855,      -3.170871748,      -3.141986178,        -7.1029845
          0,           0,         569,      -4.230631337,      -3.168999074,      -3.142020791,      -7.100755297
          0,           0,         570,      -4.235032157,      -3.167246589,      -3.141663391,      -7.098552939
          0,           0,         571,      -4.239026515,        -3.1655757,      -3.141248208,      -7.096395426
          0,           0,         572,       -4.24236102,      -3.164276826,      -3.140938708,      -7.094311016
          0,           0,         573,      -4.244394101,      -3.162873911,      -3.140692978,       -7.09225306
          0,           0,         574,      -4.245220654,      -3.161415691,      -3.140555402,      -7.090152178
          0,           0,         575,      -4.244954309,      -3.159917766,      -3.140638493,      -7.088077261
          0,           0,         576,       -4.24402787,      -3.158250832,       -3.14079452,      -7.086033831
          0,           0,         577,      -4.242596881,      -3.156534838,      -3.140820934,      -7.084001067
          0,           0,         578,      -4.239800009,      -3.154803384,      -3.141032711,      -7.081974777
          0,           0,         579,      -4.235558663,      -3.153106342,      -3.141367226,      -7.079953845
          0,           0,         580,      -4.230122933,      -3.151402909,      -3.141814571,      -7.077745415
          0,           0,         581,      -4.223803124,      -3.150450967,      -3.142404867,      -7.075507757
          0,           0,         582,      -4.215813925,      -3.149115854,      -3.143093549,      -7.073250615
          0,           0,         583,      -4.207339024,      -3.147641252,       -3.14370322,      -7.071001504
          0,           0,         584,      -4.198892511,      -3.146113181,       -3.14402497,       -7.06870844
          0,           0,         585,      -4.189385692,      -3.144654922,      -3.144427858,      -7.066372839
          0,           0,         586,      -4.179260671,      -3.143329584,      -3.144912347,      -7.063987839
          0,           0,         587,      -4.169035343,      -3.142040874,      -3.145468735,      -7.061628309
          0,           0,         588,      -4.158969868,       -3.14095345,      -3.145713868,      -7.059229615
          0,           0,         589,      -4.149027429,      -3.140001323,      -3.145857242,      -7.056807292
          0,           0,         590,      -4.140446711,      -3.139288482,      -3.145565955,      -7.054362069
          0,           0,         591,      -4.131562935,      -3.138610811,      -3.145260911,      -7.051899912
          0,           0,         592,      -4.122800822,      -3.138156218,        -3.1450621,      -7.049421142
          0,           0,         593,      -4.114202988,      -3.137663892,      -3.144975127,      -7.046927821
          0,           0,         594,      -4.106017476,      -3.136970405,      -3.144954871,      -7.044416521
          0,           0,         595,       -4.09824373,      -3.136207393,      -3.145136441,      -7.041894359
          0,           0,         596,      -4.091218176,      -3.135217929,      -3.145391659,      -7.039359773
          0,           0,         597,      -4.084692923,      -3.134049473,      -3.145862944,      -7.036798896
          0,           0,         598,      -4.078677764,      -3.132823514,      -3.146323536,      -7.034216613
          0,           0,         599,      -4.073237566,      -3.131701233,      -3.146841744,      -7.031630891
          0,           0,         600,      -4.068248573,       -3.13080554,      -3.147206692,      -7.029048085
          0,           0,         601,      -4.063762448,      -3.129827534,      -3.147547967,      -7.026496278
          0,           0,         602,      -4.060166727,      -3.128676223,      -3.147802073,      -7.023987871
          0,           0,         603,      -4.057176894,      -3.127248814,      -3.148126858,      -7.021486676
          0,           0,         604,      -4.054739321,      -3.125447053,      -3.148312706,      -7.018994418
          0,           0,         605,      -4.053068591,      -3.123537385,      -3.148228091,      -7.016506374
          0,           0,         606,      -4.052234186,      -3.121513716,      -3.148309453,      -7.014025158
          0,           0,         607,      -4.052171806,      -3.119416433,      -3.148455998,      -7.011547664
          0,           0,         608,      -4.052722234,      -3.117213871,      -3.148668882,      -7.009070868
          0,           0,         609,      -4.053909165,      -3.115008768,      -3.148599323,      -7.006608733
          0,           0,         610,      -4.055872123,      -3.113029449,      -3.148403374,      -7.003852389
          0,           0,         611,      -4.058260714,      -3.110994573,      -3.148206671,      -7.001057074
          0,           0,         612,      -4.061156704,      -3.108909902,      -3.148001112,      -6.998280985
          0,           0,         613,      -4.064986254,      -3.106746057,      -3.147810983,      -6.995492358
          0,           0,         614,      -4.069401251,      -3.104446098,      -3.147607763,      -6.992697178
          0,           0,         615,      -4.074569403,      -3.102320973,      -3.147403716,      -6.989852406
          0,           0,         616,      -4.080326228,      -3.100103702,      -3.147268061,      -6.986977664
          0,           0,         617,      -4.086934527,       -3.09772217,       -3.14732732,      -6.984119273
          0,           0,         618,      -4.095967614,      -3.095249211,      -3.147579978,      -6.981289091
          0,           0,         619,       -4.10681327,       -3.09284944,      -3.147301427,      -6.978422258
          0,           0,         620,      -4.117872474,      -3.090810393,      -3.146229153,      -6.975514588
          0,           0,         621,      -4.128529472,      -3.088678698,      -3.144930408,      -6.972574801
          0,           0,         622,      -4.139018188,      -3.086410649,       -3.14372792,      -6.969610976
          0,           0,         623,      -4.149951631,      -3.083903744,      -3.142409148,      -6.966644499
          0,           0,         624,      -4.162056852,      -3.081213205,      -3.140926948,      -6.963672947
          0,           0,         625,      -4.175905134,      -3.078488085,      -3.139027887,      -6.960720066
          0,           0,         626,      -4.190779686,      -3.076067119,      -3.137016941,      -6.957780815
          0,           0,         627,      -4.206539563,      -3.073834413,      -3.135195021,      -6.954869916
          0,           0,         628,       -4.22277637,      -3.071974778,      -3.133409705,      -6.952012287
          0,           0,         629,      -4.239588199,      -3.070399212,       -3.13148905,      -6.949236889
          0,           0,         630,      -4.256878436,      -3.069016291,      -3.129295378,      -6.946539306
          0,           0,         631,      -4.273257234,      -3.067766224,      -3.127510897,       -6.94388852
          0,           0,         632,      -4.289395195,      -3.066672526,      -3.126088832,      -6.941285092
          0,           0,         633,       -4.30599941,      -3.066021522,      -3.124558941,      -6.938639901
          0,           0,         634,      -4.321407402,      -3.065558628,      -3.123072946,      -6.936029747
          0,           0,         635,       -4.33475498,      -3.064991648,      -3.121713595,      -6.933448848
          0,           0,         636,      -4.345703679,      -3.064444492,      -3.120566302,      -6.930909797
          0,           0,         637,      -4.353588851,       -3.06377729,      -3.119645645,      -6.928371762
          0,           0,         638,      -4.356958878,      -3.062824066,      -3.119444676,      -6.925864778
          0,           0,         639,      -4.356743343,      -3.061787536,      -3.119650624,      -6.923126501
          0,           0,         640,      -4.353039736,      -3.060540576,      -3.120095716,      -6.920437296
          0,           0,         641,      -4.346829674,      -3.059091857,      -3.120628398,      -6.917750366
          0,           0,         642,      -4.338022793,      -3.057577241,      -3.121188483,      -6.915064578
          0,           0,         643,      -4.326939401,      -3.056142469,      -3.121755433,      -6.912377673
          0,           0,         644,      -4.313876083,      -3.054783314,      -3.122430097,      -6.909650022
          0,           0,         645,       -4.30794916,      -3.053622924,      -3.122841837,      -6.906829259
          0,           0,         646,      -4.298665804,      -3.052409795,      -3.123331527,      -6.904003458
          0,           0,         647,      -4.286168356,      -3.051268476,      -3.123843034,      -6.901180622
          0,           0,         648,      -4.271753783,      -3.050075756,      -3.124352807,      -6.898398347
          0,           0,         649,      -4.256897969,       -3.04897214,      -3.124757422,      -6.895663386
          0,           0,         650,       -4.24289786,      -3.048022712,      -3.125078421,      -6.892945045
          0,           0,         651,      -4.229148976,      -3.047389715,      -3.125290037,      -6.890237147
          0,           0,         652,      -4.215368197,      -3.046938518,      -3.125507888,      -6.887583337
          0,           0,         653,      -4.202752752,      -3.046588367,      -3.125544443,       -6.88496532
          0,           0,         654,      -4.189589438,      -3.046177765,      -3.125800665,      -6.882366889
          0,           0,         655,      -4.177056632,      -3.045784391,      -3.126033877,      -6.879815798
          0,           0,         656,       -4.16565935,      -3.045479664,      -3.126285042,       -6.87730724
          0,           0,         657,      -4.155295951,      -3.045142568,      -3.126437143,       -6.87484672
          0,           0,         658,      -4.146092891,      -3.044927221,      -3.126619985,      -6.872437667
          0,           0,         659,      -4.138203235,      -3.044774992,      -3.126873974,      -6.870079353
          0,           0,         660,      -4.131508955,      -3.044685568,      -3.127238326,      -6.867781694
          0,           0,         661,      -4.126276236,      -3.044691825,       -3.12748428,      -6.865557269
          0,           0,         662,       -4.12191406,      -3.044653322,      -3.127773398,      -6.863394723
          0,           0,         663,      -4.118327433,      -3.044558449,      -3.128072678,      -6.861319546
          0,           0,         664,      -4.115600359,      -3.044652966,      -3.128230779,       -6.85924638
          0,           0,         665,      -4.113730086,      -3.044879295,      -3.128154558,      -6.857184627
          0,           0,         666,      -4.112564732,      -3.045197942,        -3.1280683,      -6.855210514
          0,           0,         667,      -4.112011724,      -3.045561903,      -3.127880865,      -6.853244963
          0,           0,         668,      -4.112215915,      -3.046025138,      -3.127582786,      -6.851243543
          0,           0,         669,      -4.113030014,      -3.046533291,      -3.127136975,      -6.849257277
          0,           0,         670,      -4.114393043,      -3.047056427,      -3.126636617,      -6.847292851
          0,           0,         671,      -4.116448943,      -3.047684809,      -3.126164977,      -6.845368748
          0,           0,         672,      -4.118932214,      -3.048240575,       -3.12562753,      -6.843421298
          0,           0,         673,      -4.121742899,      -3.048697746,      -3.125124551,      -6.841439075
          0,           0,         674,       -4.12488735,       -3.04906312,      -3.124897217,      -6.839475221
          0,           0,         675,      -4.128697041,      -3.049527032,      -3.124802014,      -6.837523773
          0,           0,         676,      -4.133073117,      -3.050012287,      -3.125191791,      -6.835589294
          0,           0,         677,      -4.137465218,      -3.050248458,      -3.125498472,      -6.833666297
          0,           0,         678,      -4.142233462,      -3.050272394,      -3.125645026,      -6.831763204
          0,           0,         679,      -4.149288537,      -3.050282224,      -3.125596779,      -6.829875967
          0,           0,         680,      -4.157859569,      -3.050346261,      -3.125189268,      -6.827995225
          0,           0,         681,      -4.165168141,       -3.05064515,      -3.124310826,      -6.826155138
          0,           0,         682,      -4.171392145,      -3.050878187,      -3.123188448,      -6.824336061
          0,           0,         683,       -4.17778651,      -3.051141688,      -3.121901187,       -6.82255603
          0,           0,         684,       -4.18501339,      -3.051558743,      -3.120528456,      -6.820838824
          0,           0,         685,      -4.192936961,      -3.052106083,      -3.119188371,      -6.819192491
          0,           0,         686,      -4.201986287,      -3.052817912,      -3.117698832,      -6.817648038
          0,           0,         687,       -4.21114861,      -3.053494182,      -3.116331764,      -6.816157549
          0,           0,         688,      -4.219915883,      -3.054226675,        -3.1150154,      -6.814699558
          0,           0,         689,      -4.228434847,      -3.055001304,       -3.11356335,        -6.8132738
          0,           0,         690,      -4.236499347,      -3.055942964,      -3.112009669,      -6.811879107
          0,           0,         691,      -4.244011084,      -3.056861326,      -3.110547273,      -6.810517549
          0,           0,         692,      -4.250864095,      -3.057579541,      -3.109486525,      -6.809186575
          0,           0,         693,      -4.257960988,        -3.0582554,      -3.108584919,      -6.807892223
          0,           0,         694,      -4.265463527,      -3.058953561,      -3.107948156,       -6.80657815
          0,           0,         695,      -4.272314034,      -3.059547646,      -3.107886666,      -6.805246317
          0,           0,         696,        -4.2783401,      -3.060061017,      -3.108031306,      -6.803779089
          0,           0,         697,      -4.284156977,      -3.060429192,      -3.108268091,      -6.802315701
          0,           0,         698,      -4.289784578,      -3.060633843,      -3.108618371,      -6.800850831
          0,           0,         699,      -4.295589888,      -3.060908701,      -3.109236196,      -6.799342042
          0,           0,         700,      -4.300684493,      -3.060990514,      -3.110203442,      -6.797823241
          0,           0,         701,      -4.303789953,      -3.061084518,       -3.11109392,      -6.796323356
          0,           0,         702,      -4.305789754,      -3.061033768,      -3.112020371,      -6.794846956
          0,           0,         703,      -4.307638483,      -3.060934903,      -3.112866416,      -6.793430109
          0,           0,         704,      -4.310402781,       -3.06078919,      -3.113675935,      -6.792025266
          0,           0,         705,      -4.321174677,      -3.060604612,      -3.114723334,      -6.790607334
          0,           0,         706,      -4.333053987,      -3.060425034,      -3.114841902,       -6.78916202
          0,           0,         707,       -4.33733024,      -3.060194842,      -3.114588222,      -6.787707299
          0,           0,         708,      -4.338860538,      -3.060077898,      -3.114134735,      -6.786275113
          0,           0,         709,      -4.339756311,      -3.060206174,      -3.113568725,      -6.784870969
          0,           0,         710,      -4.342862579,      -3.060523112,      -3.112872235,      -6.783487367
          0,           0,         711,      -4.347205844,      -3.061000934,      -3.112131694,      -6.782122775
          0,           0,         712,      -4.352254751,      -3.061604784,      -3.111361553,      -6.780787238
          0,           0,         713,      -4.356485284,      -3.062062906,      -3.110556972,      -6.779503616
          0,           0,         714,      -4.359796029,      -3.062463497,      -3.109701037,      -6.778249845
          0,           0,         715,      -4.363379141,      -3.062799241,      -3.108967795,      -6.777019892
          0,           0,         716,      -4.367284119,      -3.063299956,      -3.108008641,      -6.775814674
          0,           0,         717,      -4.369000937,      -3.063693857,      -3.107354067,      -6.774651166
          0,           0,         718,      -4.368000584,      -3.063907857,      -3.107475294,      -6.773508983
          0,           0,         719,      -4.366946927,      -3.064060016,      -3.107793444,      -6.772425058
          0,           0,         720,      -4.365963093,      -3.064077345,      -3.108199868,      -6.771337035
          0,           0,         721,      -4.364812198,      -3.063992292,      -3.108727992,      -6.770247833
          0,           0,         722,      -4.363737893,      -3.063817387,      -3.109723855,      -6.769173209
          0,           0,         723,      -4.360473006,      -3.063659447,      -3.110766852,      -6.768085397
          0,           0,         724,      -4.356375514,      -3.063496433,       -3.11183445,      -6.766895165
          0,           0,         725,      -4.351948186,      -3.063210955,      -3.112826932,      -6.765691208
          0,           0,         726,      -4.347155147,      -3.062997765,      -3.113734582,      -6.764309051
          0,           0,         727,      -4.341886776,      -3.062847882,      -3.114660278,      -6.762918653
          0,           0,         728,      -4.337174146,      -3.062549751,      -3.115586302,      -6.761519079
          0,           0,         729,      -4.333980272,      -3.062346767,      -3.116350227,      -6.760111129
          0,           0,         730,      -4.332499493,      -3.061850544,      -3.117213314,      -6.758727953
          0,           0,         731,      -4.340958164,      -3.061189588,      -3.118287051,      -6.757322925
          0,           0,         732,      -4.345464188,      -3.060399651,      -3.118992178,      -6.755893916
          0,           0,         733,      -4.343188103,       -3.05942751,      -3.119548616,       -6.75443817
          0,           0,         734,      -4.337979588,       -3.05849399,      -3.119767649,      -6.752964768
          0,           0,         735,      -4.332087627,      -3.057770911,      -3.119843793,      -6.751515132
          0,           0,         736,        -4.3277301,      -3.056982752,      -3.119824477,      -6.750064001
          0,           0,         737,      -4.324928997,      -3.056087519,      -3.119833224,      -6.748600717
          0,           0,         738,      -4.323165856,      -3.055150943,      -3.119817491,      -6.747140318
          0,           0,         739,      -4.323659968,      -3.054267256,      -3.119812067,      -6.745687497
          0,           0,         740,      -4.323940962,      -3.053486762,      -3.119757047,      -6.744247815
          0,           0,         741,      -4.323985544,      -3.052725864,      -3.119742275,      -6.742822366
          0,           0,         742,      -4.324821255,      -3.051957918,      -3.119617618,      -6.741414653
          0,           0,         743,      -4.326938853,      -3.051189986,      -3.119370982,      -6.740084227
          0,           0,         744,        -4.3292452,      -3.050272353,      -3.119531105,      -6.738816177
          0,           0,         745,      -4.331467259,      -3.049304299,      -3.120559569,      -6.737565731
          0,           0,         746,       -4.33292905,      -3.048438354,      -3.121618427,      -6.736320183
          0,           0,         747,      -4.334068291,      -3.047528621,      -3.122577395,      -6.735052815
          0,           0,         748,       -4.33610919,      -3.046570722,       -3.12351609,      -6.733794284
          0,           0,         749,       -4.33881873,       -3.04560944,      -3.124418592,      -6.732543857
          0,           0,         750,      -4.342347053,      -3.044676243,       -3.12529215,      -6.731315736
          0,           0,         751,      -4.346118908,      -3.043709268,      -3.126229333,       -6.73008551
          0,           0,         752,      -4.350544106,      -3.042717033,      -3.127226203,       -6.72883753
          0,           0,         753,      -4.355032552,      -3.041486834,      -3.128281742,      -6.727544197
          0,           0,         754,      -4.361276239,       -3.04019222,      -3.129406882,      -6.726253362
          0,           0,         755,      -4.372411216,      -3.038897351,      -3.130327464,      -6.724698015
          0,           0,         756,      -4.381700656,      -3.037596321,      -3.131439171,      -6.723022241
          0,           0,         757,      -4.391103735,      -3.036228694,      -3.132665831,      -6.721323693
          0,           0,         758,       -4.40329468,      -3.034955947,       -3.13369929,      -6.719598207
          0,           0,         759,      -4.414149188,      -3.033638032,      -3.134694812,      -6.717844906
          0,           0,         760,      -4.423510074,      -3.032229315,      -3.135506762,      -6.716075751
          0,           0,         761,      -4.431044529,      -3.030730622,      -3.136083094,       -6.71429525
          0,           0,         762,      -4.436541141,      -3.029254092,      -3.136495304,      -6.712492044
          0,           0,         763,      -4.444815055,      -3.027687821,      -3.136834761,      -6.710676869
          0,           0,         764,      -4.447617869,      -3.026204151,      -3.136998265,      -6.708836739
          0,           0,         765,       -4.44978322,      -3.024922269,      -3.137203017,      -6.707004184
          0,           0,         766,      -4.453412622,      -3.023788394,      -3.137421084,      -6.705214376
          0,           0,         767,      -4.460219529,       -3.02280675,      -3.137645588,      -6.703440927
          0,           0,         768,      -4.469644991,      -3.021984642,      -3.137844305,      -6.701663892
          0,           0,         769,      -4.476582767,      -3.021202555,      -3.138174799,      -6.699882426
          0,           0,         770,      -4.480983567,      -3.020497648,      -3.138336277,      -6.698105929
          0,           0,         771,      -4.484504752,       -3.02004165,      -3.138385612,      -6.696339704
          0,           0,         772,      -4.489994316,      -3.019714196,      -3.138205437,      -6.694608309
          0,           0,         773,      -4.494562505,      -3.019498135,       -3.13811396,      -6.692916577
          0,           0,         774,      -4.498332478,      -3.019233124,      -3.138148173,      -6.691263117
          0,           0,         775,      -4.500183726,      -3.019025377,      -3.138372631,      -6.689645938
          0,           0,         776,      -4.499856633,      -3.018994174,      -3.138778231,      -6.688076383
          0,           0,         777,      -4.497648023,      -3.019062179,      -3.139202766,      -6.686575218
          0,           0,         778,       -4.49407952,      -3.019134867,      -3.139680677,      -6.685120679
          0,           0,         779,      -4.491533125,      -3.019245398,      -3.139769063,      -6.683710493
          0,           0,         780,      -4.488044169,      -3.019371647,      -3.139642917,      -6.682359937
          0,           0,         781,      -4.483640008,      -3.019493534,      -3.139521307,      -6.681027879
          0,           0,         782,      -4.477591574,      -3.019677387,      -3.139579301,      -6.679661354
          0,           0,         783,      -4.470369363,      -3.019920047,      -3.139654451,      -6.678206415
          0,           0,         784,       -4.46335487,      -3.020202623,       -3.13970419,      -6.676646103
          0,           0,         785,      -4.455792756,      -3.020507568,      -3.139827037,      -6.675044392
          0,           0,         786,      -4.446373104,      -3.020833504,      -3.139875143,      -6.673478266
          0,           0,         787,      -4.437966819,      -3.021231635,      -3.139902858,      -6.671947263
          0,           0,         788,         -4.433135,      -3.021509444,      -3.140555958,      -6.670448379
          0,           0,         789,      -4.426282787,      -3.021656111,      -3.141158392,      -6.668989663
          0,           0,         790,      -4.418905843,      -3.021752369,      -3.141558637,      -6.667577436
          0,           0,         791,      -4.412051174,      -3.021783461,      -3.141699653,      -6.666216743
          0,           0,         792,      -4.404861885,      -3.021840241,      -3.141715481,      -6.664893488
          0,           0,         793,      -4.399336291,      -3.022067072,      -3.141524748,      -6.663606728
          0,           0,         794,       -4.40001039,      -3.022344689,      -3.141289754,      -6.662356543
          0,           0,         795,      -4.402025289,      -3.022676927,      -3.140944399,      -6.661138691
          0,           0,         796,      -4.402119414,      -3.022839829,      -3.140494331,      -6.659954655
          0,           0,         797,      -4.396920065,      -3.022864142,      -3.140194816,      -6.658829145
          0,           0,         798,      -4.388991154,      -3.023104368,      -3.139568963,      -6.657749113
          0,           0,         799,      -4.384269469,      -3.023682492,      -3.138567494,      -6.656713098
          0,           0,         800,      -4.381603652,      -3.024628879,      -3.137445117,      -6.655731359
          0,           0,         801,      -4.380384685,      -3.025779555,      -3.136346092,       -6.65480563
          0,           0,         802,      -4.380744199,      -3.027171851,      -3.135328775,       -6.65393932
          0,           0,         803,      -4.382599362,      -3.028767316,      -3.134400942,      -6.653107289
          0,           0,         804,      -4.385584742,      -3.030496325,      -3.133524772,       -6.65229773
          0,           0,         805,      -4.389664112,      -3.032267357,      -3.132651998,       -6.65155694
          0,           0,         806,       -4.39445618,      -3.033971247,      -3.131655477,      -6.650847435
          0,           0,         807,      -4.399193976,      -3.035473559,      -3.130796017,      -6.650091641
          0,           0,         808,      -4.404131806,      -3.036620292,      -3.130622514,      -6.649369899
          0,           0,         809,      -4.408087482,      -3.037520303,      -3.130915825,      -6.648626533
          0,           0,         810,      -4.411434535,      -3.038531492,      -3.131329262,      -6.647808513
          0,           0,         811,      -4.412902188,      -3.039687702,      -3.131757701,      -6.646868553
          0,           0,         812,      -4.412888885,       -3.04072271,      -3.132058015,      -6.645946511
          0,           0,         813,      -4.413485386,      -3.041598574,      -3.132365347,       -6.64504315
          0,           0,         814,      -4.414364311,      -3.042265527,      -3.132682324,      -6.644136345
          0,           0,         815,      -4.415088623,      -3.042830467,      -3.132916848,      -6.643219664
          0,           0,         816,      -4.414946205,      -3.043230472,      -3.133046805,      -6.642291644
          0,           0,         817,      -4.413889129,       -3.04357853,      -3.133178971,      -6.641355186
          0,           0,         818,      -4.412032933,      -3.043890309,      -3.133335174,      -6.640410837
          0,           0,         819,      -4.410492464,      -3.044227948,      -3.133583681,      -6.639458685
          0,           0,         820,      -4.418036084,      -3.044660316,      -3.134063811,      -6.638491688
          0,           0,         821,      -4.434273793,      -3.045224632,      -3.134346845,      -6.637458079
          0,           0,         822,      -4.436737837,      -3.045749332,      -3.134088233,      -6.636389765
          0,           0,         823,      -4.434562489,      -3.046122425,      -3.133693866,      -6.635321193
          0,           0,         824,      -4.433301229,      -3.046429166,      -3.133353183,      -6.634258805
          0,           0,         825,      -4.432971445,      -3.046768377,      -3.132905778,       -6.63321032
          0,           0,         826,      -4.433121488,      -3.047212462,      -3.132475679,      -6.632183508
          0,           0,         827,      -4.433187504,      -3.047654881,      -3.132133636,      -6.631189491
          0,           0,         828,      -4.432190056,      -3.048147416,      -3.131926509,      -6.630140475
          0,           0,         829,      -4.431240097,      -3.048710488,      -3.131796977,      -6.629088078
          0,           0,         830,      -4.431320922,      -3.049421863,      -3.131503501,      -6.628060895
          0,           0,         831,      -4.432317785,      -3.050309689,       -3.13089609,      -6.627067524
          0,           0,         832,      -4.431315368,      -3.051079255,      -3.130789417,       -6.62610965
          0,           0,         833,      -4.428417797,      -3.051705107,      -3.131245465,      -6.625156541
          0,           0,         834,      -4.423541087,      -3.052204387,      -3.131809139,      -6.624232873
          0,           0,         835,      -4.418190448,      -3.052635303,      -3.132356446,      -6.623180505
          0,           0,         836,      -4.412174513,      -3.053000975,      -3.133090641,      -6.622140958
          0,           0,         837,      -4.406310469,      -3.053325938,      -3.133934444,       -6.62107063
          0,           0,         838,      -4.400319289,      -3.053628678,      -3.134870159,      -6.619908328
          0,           0,         839,      -4.394331256,      -3.053541858,      -3.135872481,      -6.618763172
          0,           0,         840,       -4.38858864,      -3.053206818,      -3.136948948,      -6.617662155
          0,           0,         841,      -4.383195547,      -3.052966782,      -3.138034834,      -6.616577962
          0,           0,         842,      -4.377573038,      -3.052595589,      -3.139020179,       -6.61550689
          0,           0,         843,      -4.370137984,      -3.051919791,      -3.140230112,      -6.614450969
          0,           0,         844,      -4.362232287,      -3.051111083,      -3.141613252,      -6.613407718
          0,           0,         845,       -4.35937054,      -3.050153687,      -3.143276577,      -6.612372121
          0,           0,         846,        -4.3677876,      -3.049132673,      -3.144794089,      -6.611329918
          0,           0,         847,      -4.369888328,      -3.048020286,      -3.145749492,      -6.610301271
          0,           0,         848,      -4.366649171,      -3.046993212,      -3.146288222,      -6.609267437
          0,           0,         849,      -4.361847749,      -3.045908027,      -3.146664768,       -6.60827665
          0,           0,         850,      -4.357278864,      -3.044916345,      -3.146774043,      -6.607338364
          0,           0,         851,      -4.353909213,      -3.043944504,      -3.146723105,      -6.606280828
          0,           0,         852,      -4.351943076,      -3.043080783,      -3.146691513,      -6.605281294
          0,           0,         853,      -4.352811961,      -3.042304052,       -3.14701086,      -6.604349583
          0,           0,         854,      -4.352943899,      -3.041596229,      -3.147541091,        -6.6034935
          0,           0,         855,      -4.354003784,      -3.041006031,      -3.148129081,      -6.602707385
          0,           0,         856,      -4.355573389,      -3.040494638,      -3.148765123,      -6.601783747
          0,           0,         857,       -4.35800891,      -3.040509896,      -3.149452021,      -6.600907654
          0,           0,         858,      -4.360259348,        -3.0403405,      -3.150166765,      -6.600083289
          0,           0,         859,       -4.36309671,      -3.039932139,      -3.150825255,       -6.59931231
          0,           0,         860,      -4.365344612,      -3.039470777,      -3.151548431,      -6.598428766
          0,           0,         861,      -4.367092033,      -3.039026229,       -3.15233657,      -6.597581265
          0,           0,         862,      -4.368664116,      -3.038626607,      -3.153236193,      -6.596755944
          0,           0,         863,      -4.369760503,      -3.038145334,       -3.15427105,      -6.595948315
          0,           0,         864,      -4.370373472,      -3.037549764,      -3.155335311,       -6.59515173
          0,           0,         865,      -4.376489596,      -3.036729323,       -3.15616233,      -6.594350282
          0,           0,         866,      -4.380301634,      -3.035737203,      -3.156826359,      -6.593521891
