"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         294,      0.3010724106,        3.23976735,       2.630645634,       5.961372639,       -1.52621819
          0,           0,         295,      0.3000064436,       3.238986078,       2.637156928,       5.958683533,      -1.439910362
          0,           0,         296,      0.3090101156,       3.248953302,       2.648217948,       5.967762725,      -1.503269321
          0,           0,         297,      0.3051596511,       3.247099129,        2.65405078,       5.968381346,      -1.370639545
          0,           0,         298,      0.3089258139,        3.25148225,       2.658631447,          5.971709,      -1.282199192
          0,           0,         299,      0.3132594318,       3.256142783,       2.670141274,       5.981143886,      -1.299420612
          0,           0,         300,      0.3141228881,       3.259217179,       2.679970515,       5.985523514,      -1.336284546
          0,           0,         301,      0.3069931072,        3.25331046,       2.674513069,       5.979310068,       -1.18900911
          0,           0,         302,      0.3102000494,       3.256396046,        2.68409576,       5.981910906,      -1.070937114
          0,           0,         303,      0.3203651163,       3.267573281,       2.698122717,       6.002252927,      -1.065850571
          0,           0,         304,      0.3223350329,       3.273019555,       2.710115861,       6.006733427,      -1.084929096
          0,           0,         305,       0.315244889,       3.266662696,       2.705969036,       5.996359913,      -1.111812784
          0,           0,         306,      0.3255404647,       3.278201371,        2.71844175,       6.027033033,     -0.8608481314
          0,           0,         307,      0.3183032514,       3.268915535,       2.719038847,       6.000986848,      -1.002161721
          0,           0,         308,      0.3213622204,       3.271246913,       2.725009208,       6.003183216,     -0.9839490617
          0,           0,         309,      0.3570931633,       3.311954176,         2.7552943,        6.02931822,     -0.9572938101
          0,           0,         310,      0.3350211719,       3.287439582,       2.751267014,       6.009072595,     -0.9396069465
          0,           0,         311,      0.3573499975,       3.312776033,       2.768956345,       6.028567637,     -0.9226314606
          0,           0,         312,      0.3434729736,       3.296883527,        2.77257651,       6.018475431,      -0.894886547
          0,           0,         313,      0.3431810955,       3.295635013,        2.77173612,         6.0290902,     -0.9093229126
          0,           0,         314,       0.348029797,       3.300948738,       2.792519084,       6.036025612,     -0.8740392812
          0,           0,         315,      0.3530401915,        3.30342206,       2.796713717,       6.039842668,     -0.8428117519
          0,           0,         316,      0.3560101058,       3.309546887,       2.814179061,       6.048841179,     -0.8316305209
          0,           0,         317,      0.3646064523,       3.315216075,       2.824807392,         6.0569891,     -0.8261939116
          0,           0,         318,       0.366666892,       3.321733868,       2.837322314,       6.061789439,     -0.7790992105
          0,           0,         319,      0.3776858044,       3.330172687,       2.853043039,       6.076547953,     -0.7996420822
          0,           0,         320,      0.3777404551,       3.335312534,       2.861525942,        6.07869416,     -0.7008360102
          0,           0,         321,      0.3872778544,       3.343006391,       2.877986467,       6.094384615,     -0.7546826167
          0,           0,         322,      0.3860572781,       3.344246211,        2.88215246,       6.090310696,     -0.7377046786
          0,           0,         323,       0.393946229,       3.354967941,       2.900347975,       6.098515551,     -0.7203003956
          0,           0,         324,      0.3982626148,       3.357603737,       2.897236884,       6.096168905,     -0.7093506797
          0,           0,         325,      0.4017854737,       3.361819984,        2.91787924,       6.103051435,     -0.7149333563
          0,           0,         326,      0.5573629859,       3.532417589,       3.046089938,       6.242295311,     -0.6964404329
          0,           0,         327,      0.4509240849,       3.408905645,       2.965653219,       6.146253337,     -0.6794127348
          0,           0,         328,      0.4583548934,        3.41803226,       2.978280828,       6.159373591,      -0.656786824
          0,           0,         329,       0.465216793,       3.425720184,       2.989923893,       6.172450077,      -0.637369507
          0,           0,         330,      0.4737082068,       3.434741053,       3.002517024,       6.187502365,     -0.6196913212
          0,           0,         331,      0.4783625734,       3.439309417,       2.998100721,       6.199152564,     -0.6010207989
          0,           0,         332,       0.479116215,       3.438994226,       3.005830694,       6.206992078,     -0.5836407946
          0,           0,         333,       0.471181909,       3.429621067,       2.993828136,       6.207220931,      -0.567408006
          0,           0,         334,      0.4601875028,       3.416574626,       2.981572561,       6.204719687,     -0.5535031554
          0,           0,         335,      0.4351780898,       3.389206093,       2.957076546,       6.188786594,     -0.5413372925
          0,           0,         336,      0.3944759559,       3.346100304,       2.917705445,       6.157507472,     -0.5329613472
          0,           0,         337,      0.3354873995,       3.284988862,       2.860536122,       6.107860714,     -0.5257707791
          0,           0,         338,      0.2551439839,       3.203272047,       2.782493201,       6.035520122,     -0.5177945688
          0,           0,         339,      0.1516061099,       3.099510393,        2.68227325,        5.93540613,     -0.5087464027
          0,           0,         340,     0.05717691877,        3.00347468,       2.595396889,       5.836569311,      -0.497501548
          0,           0,         341,    -0.01498186978,        2.92806373,       2.535037551,       5.753756451,     -0.4849584055
          0,           0,         342,    -0.05326411502,       2.885128941,       2.505745637,       5.703617144,     -0.4504509143
          0,           0,         343,    -0.07005944607,       2.872141554,       2.500095232,       5.687658928,     -0.4402267219
          0,           0,         344,     -0.0914214747,       2.849594566,       2.489738859,       5.666298212,      -0.439823879
          0,           0,         345,     -0.1111214142,       2.827835755,       2.477668001,       5.643642444,     -0.4429143175
          0,           0,         346,     -0.1248923988,       2.811851681,       2.466803211,       5.624554697,     -0.4549007736
          0,           0,         347,     -0.1376580619,        2.79840031,       2.451552447,       5.605747876,     -0.4612796595
          0,           0,         348,     -0.1465475094,       2.790686581,       2.433461944,       5.590654816,     -0.4619215617
          0,           0,         349,     -0.1479004116,       2.788955772,       2.419331024,       5.584026136,     -0.4576529652
          0,           0,         350,     -0.1461984092,       2.788687486,        2.40983936,       5.582037233,     -0.4497335855
          0,           0,         351,     -0.1491848681,       2.782297303,       2.404447591,       5.577580858,     -0.4480213938
          0,           0,         352,     -0.1441480681,       2.784907641,       2.402557851,       5.579274638,     -0.4433244608
          0,           0,         353,     -0.1526951186,       2.776325843,        2.39561101,       5.573501573,     -0.4328116544
          0,           0,         354,     -0.1636304841,       2.767527215,       2.389600299,       5.567026645,     -0.4188793637
          0,           0,         355,     -0.1744156434,       2.760727819,       2.383890226,       5.559976108,     -0.4031435129
          0,           0,         356,     -0.1823399781,       2.756339799,       2.376922113,       5.552849249,     -0.3866207035
          0,           0,         357,     -0.1872814348,       2.752368952,       2.371596741,       5.546080697,     -0.3778543324
          0,           0,         358,     -0.1897365703,       2.748143624,        2.36720536,       5.539314485,      -0.368146261
          0,           0,         359,     -0.1927527048,       2.741532842,       2.364029098,        5.53077537,     -0.3543110061
          0,           0,         360,     -0.1933200966,       2.737154063,        2.36360264,       5.523464191,     -0.3363323639
          0,           0,         361,      -0.192516184,       2.734684261,       2.366634371,       5.518369018,     -0.3141861664
          0,           0,         362,     -0.1917544807,        2.73317268,       2.373247878,       5.515649697,     -0.2879816049
          0,           0,         363,     -0.1910283662,       2.732008205,       2.382202747,       5.515439957,     -0.2581952399
          0,           0,         364,     -0.1906846751,       2.731327598,       2.392571834,       5.516531792,     -0.2258457146
          0,           0,         365,     -0.2019790524,       2.717425718,       2.400730045,       5.509803919,     -0.1929315203
          0,           0,         366,     -0.2075614793,       2.712854998,       2.409523909,       5.507324708,     -0.1610944826
          0,           0,         367,    0.003054147382,       2.881420616,       2.510817115,       5.769677937,      -0.125532179
          0,           0,         368,    -0.07029785135,       2.822024134,       2.491328487,       5.671109767,     -0.1014610325
          0,           0,         369,     -0.1060082013,       2.801760429,       2.494019358,       5.614694322,    -0.07808406739
          0,           0,         370,    -0.09965538771,       2.819671429,        2.51416045,       5.610897562,      -0.057031758
          0,           0,         371,    -0.07353702515,       2.857420216,       2.548864078,       5.637568003,    -0.03619892403
          0,           0,         372,     -0.0428204509,        2.89024148,       2.582170881,       5.671410238,    -0.01523933083
          0,           0,         373,   -0.008801048582,       2.925112595,       2.616950981,       5.708487729,    0.005952109073
          0,           0,         374,     0.02918404244,       2.963792243,       2.656128999,       5.748506494,     0.02703674782
          0,           0,         375,     0.06080277163,       2.995355753,       2.693436608,       5.782506677,     0.04694504938
          0,           0,         376,     0.08205116301,       3.015733378,       2.723045624,       5.806436964,     0.06573797876
          0,           0,         377,     0.09555484931,       3.028592063,       2.746662812,       5.822332763,      0.0850648636
          0,           0,         378,     0.09603679261,       3.030608938,       2.763295656,       5.824631349,      0.1046818034
          0,           0,         379,     0.09820703621,       3.034858501,        2.77722748,       5.825231455,      0.1227336852
          0,           0,         380,       0.108129257,        3.04621012,       2.791786104,       5.832633224,      0.1416877958
          0,           0,         381,      0.1241579733,       3.063465063,       2.808208271,       5.847034907,      0.1608688635
          0,           0,         382,      0.1145941374,       3.055241343,       2.803558327,       5.840043668,      0.1805809575
          0,           0,         383,     0.09063607196,       3.034402919,       2.784017155,       5.820076101,      0.1983045582
          0,           0,         384,     0.06427650917,       3.012535667,       2.757523357,       5.797157272,      0.2159849702
          0,           0,         385,      0.0417299069,       2.994444236,       2.727841565,       5.776481074,      0.2333411687
          0,           0,         386,     0.02799171885,       2.983852568,       2.698133093,       5.761837705,      0.2498719094
          0,           0,         387,     0.02793487079,       2.984845825,       2.672963582,       5.756602189,      0.2651169656
          0,           0,         388,     0.04838352094,       3.003780521,       2.661765331,       5.766969726,      0.2787121274
          0,           0,         389,     0.08744687672,       3.039543275,        2.67211724,        5.79327408,      0.2909916281
          0,           0,         390,      0.1430035639,        3.09151915,       2.710482412,       5.838693288,      0.2998340612
          0,           0,         391,      0.1999307758,       3.145819939,       2.762734087,       5.891134633,      0.3077853943
          0,           0,         392,      0.2469826902,       3.191221014,        2.81190794,       5.938225927,      0.3144467297
          0,           0,         393,      0.2792862449,       3.222549649,       2.848776597,       5.973233349,      0.3193932739
          0,           0,         394,      0.2959952556,       3.238670579,       2.870173804,       5.993937987,      0.3228423422
          0,           0,         395,      0.2985025838,        3.24077947,        2.87659642,       6.000841237,      0.3249668665
          0,           0,         396,      0.2891532349,       3.231107315,       2.870015885,       5.995654439,      0.3260090055
          0,           0,         397,      0.2706107419,       3.212241752,       2.852844495,       5.980536372,      0.3262618217
          0,           0,         398,      0.2454960736,       3.186742853,       2.827425464,       5.957664651,      0.3260250046
          0,           0,         399,      0.2162212666,       3.156945087,       2.795818463,       5.929028248,      0.3255612089
          0,           0,         400,      0.1847714792,       3.124693591,       2.759462056,        5.89603693,      0.3251032374
          0,           0,         401,      0.1532673163,       3.092112265,       2.719889847,       5.860631669,       0.324854693
          0,           0,         402,      0.1233886558,       3.060820885,       2.678299722,       5.824357716,      0.3249839303
          0,           0,         403,      0.0965162373,       3.032189093,        2.63585422,       5.788750185,      0.3254581838
          0,           0,         404,     0.07353112512,       3.007159471,       2.593674265,       5.755207355,      0.3264241048
          0,           0,         405,     0.05487188149,       2.986274321,       2.552872556,       5.724976804,      0.3278778195
          0,           0,         406,     0.04048613023,       2.969621531,       2.514504838,       5.699006803,      0.3297660508
          0,           0,         407,      0.0300283562,       2.956989272,       2.479639318,       5.677830692,      0.3320275206
          0,           0,         408,     0.02285860505,       2.947905641,       2.449268338,       5.661639426,      0.3346025074
          0,           0,         409,      0.0182876919,       2.941755946,       2.424107258,       5.650109167,      0.3374057373
          0,           0,         410,     0.01568325272,       2.937934425,       2.404497492,       5.642647843,      0.3403444539
          0,           0,         411,     0.01451920729,       2.935899086,       2.390387835,       5.638543826,       0.343331493
          0,           0,         412,     0.01439646447,       2.935207595,       2.381394077,       5.637096267,      0.3462804626
          0,           0,         413,     0.01527777721,       2.935779222,       2.377988064,        5.63791857,      0.3491662645
          0,           0,         414,     0.01679878547,        2.93731219,       2.378995774,        5.64030085,      0.3519522736
          0,           0,         415,     0.01879194209,       2.939701911,        2.38284208,       5.643896822,      0.3546102364
          0,           0,         416,     0.02132170598,        2.94299276,       2.388833275,        5.64870082,      0.3571451974
          0,           0,         417,     0.02443863506,       2.947140622,       2.396663602,       5.654675523,      0.3595956768
          0,           0,         418,     0.02864485647,       2.952076425,       2.406141029,       5.662026328,      0.3640170025
          0,           0,         419,     0.03274556927,        2.95751264,       2.416517342,       5.669733949,      0.3656362741
          0,           0,         420,     0.03694439381,        2.96326236,       2.427857206,       5.677746181,      0.3680964317
          0,           0,         421,     0.04131983007,       2.969158151,       2.439747572,       5.686011042,      0.3708789472
          0,           0,         422,     0.04571704029,       2.975031014,        2.45179029,       5.694340691,       0.373844434
          0,           0,         423,      0.0499717875,       2.980721411,       2.463721312,       5.702570068,      0.3769338767
          0,           0,         424,     0.05392182473,        2.98605324,       2.475285784,       5.710527168,       0.380108388
          0,           0,         425,     0.05741380841,        2.99085023,       2.486214738,       5.718023772,      0.3833395871
          0,           0,         426,     0.06032413971,       2.994970598,       2.496257094,       5.724883933,      0.3866151129
          0,           0,         427,     0.06255716786,       2.998314052,       2.505202119,       5.730958332,      0.3899172468
          0,           0,         428,     0.06406466193,       3.000838859,       2.512920973,       5.736156541,      0.3932348201
          0,           0,         429,     0.06484688747,       3.002560733,       2.519379925,       5.740456689,      0.3965539968
          0,           0,         430,     0.06494786857,       3.003544831,       2.524638931,       5.743903701,       0.399870288
          0,           0,         431,     0.06444881698,       3.003895131,       2.528840488,       5.746602557,      0.4031838986
          0,           0,         432,     0.06344392369,       3.003630533,       2.532273007,       5.748616166,      0.4064925487
          0,           0,         433,     0.06227118207,       3.003180814,       2.535152722,       5.750373938,      0.4098020749
          0,           0,         434,      0.0607515931,       3.002395326,       2.537480008,       5.751741194,      0.4131132593
          0,           0,         435,     0.05769636115,       2.999809991,       2.537065635,       5.750724559,       0.416416111
          0,           0,         436,     0.05399564265,       2.996530552,       2.535524942,       5.748770558,      0.4196373945
          0,           0,         437,     0.05001611723,       2.992993462,       2.533575131,       5.746471613,        0.42286518
          0,           0,         438,     0.04565452113,       2.989020732,       2.531131551,       5.743659122,      0.4261322945
          0,           0,         439,       0.040877028,       2.984538218,       2.528120098,       5.740258792,       0.429442496
          0,           0,         440,     0.03602406127,       2.979984912,       2.525028677,       5.736770233,      0.4327945152
          0,           0,         441,     0.03157120276,       2.975432186,       2.521983627,       5.733476641,        0.43934419
          0,           0,         442,     0.02662416769,       2.970857002,       2.519010754,       5.729951168,      0.4412095509
          0,           0,         443,     0.02159464909,       2.966302526,       2.516168386,       5.726405753,      0.4442142925
          0,           0,         444,     0.01663637951,       2.961784913,       2.513511528,       5.722963332,      0.4474862532
          0,           0,         445,     0.01176427258,       2.957327212,        2.51110126,       5.719653377,      0.4509423951
          0,           0,         446,    0.006993016474,       2.952953709,       2.509001919,       5.716508729,      0.4545019393
          0,           0,         447,    0.002271403356,       2.948342733,       2.506199023,       5.712760503,      0.4581296795
          0,           0,         448,   -0.002355018471,       2.943588272,       2.502719234,       5.708490966,      0.4617839432
          0,           0,         449,   -0.006703212177,       2.939133253,       2.499371481,       5.704410508,       0.465419209
          0,           0,         450,    -0.01081917948,       2.934892797,       2.496200687,        5.70049923,      0.4689950875
          0,           0,         451,    -0.01462103992,       2.930944906,       2.493302819,       5.696867645,      0.4724766418
          0,           0,         452,    -0.01799561732,       2.927396532,       2.490808154,       5.693664831,       0.475837587
          0,           0,         453,    -0.02082913023,       2.924353544,       2.488857142,       5.691040061,       0.479056273
          0,           0,         454,    -0.02291849895,       2.922025466,       2.487637474,       5.689190728,      0.4820758449
          0,           0,         455,    -0.02407277431,       2.920617774,       2.487444975,       5.688400255,      0.4848394124
          0,           0,         456,    -0.02429736481,       2.920120544,       2.488422725,       5.688743183,      0.4874277783
          0,           0,         457,     -0.0237728252,       2.919298416,       2.488713495,       5.688398327,      0.4899059216
          0,           0,         458,    -0.02222448792,       2.919095624,       2.489595239,        5.68857876,      0.4924490155
          0,           0,         459,    -0.02018282598,       2.919472259,       2.490590482,       5.689131178,      0.4950991886
          0,           0,         460,    -0.01772705186,       2.920492985,       2.491380624,       5.690026874,       0.497855666
          0,           0,         461,    -0.01459338222,        2.92225034,       2.491810131,       5.691458931,      0.5030408961
          0,           0,         462,    -0.01149846548,       2.924784374,       2.491848106,       5.693215421,      0.5047329939
          0,           0,         463,   -0.008096934225,       2.928142531,       2.491550759,       5.695561332,      0.5074095603
          0,           0,         464,   -0.004423719863,        2.93229321,       2.491041313,       5.698568634,      0.5104289937
          0,           0,         465,  -0.0005382001148,       2.937149875,       2.490491766,       5.702262154,      0.5136196044
          0,           0,         466,    0.003476271166,       2.942577253,       2.490079525,       5.706604982,      0.5169153174
          0,           0,         467,    0.007522732414,       2.948405366,       2.489957728,       5.711503494,       0.520284195
          0,           0,         468,     0.01149279632,       2.954442125,       2.490235727,        5.71681408,      0.5237007663
          0,           0,         469,     0.01527605839,       2.960491408,       2.490967535,       5.722362556,      0.5271409836
          0,           0,         470,     0.01876737914,       2.966369235,       2.492145185,       5.727961898,      0.5305806977
          0,           0,         471,     0.02187330015,       2.971916473,       2.493705841,       5.733430741,      0.5339908997
          0,           0,         472,     0.02457173469,       2.977101656,       2.495540007,       5.738671313,      0.5373498891
          0,           0,         473,     0.02674000728,       2.981721273,       2.497514147,       5.743471879,      0.5406264771
          0,           0,         474,     0.02831557971,       2.985673616,       2.499488443,       5.747701113,      0.5437925407
          0,           0,         475,     0.02927461492,       2.988919463,       2.501329294,       5.751284225,      0.5468182542
          0,           0,         476,     0.02981377415,        2.99144705,       2.502922531,       5.754255824,      0.5510529457
          0,           0,         477,     0.02950715617,       2.993250094,       2.504173494,       5.756428117,      0.5529606719
          0,           0,         478,     0.02860302371,       2.994360391,       2.505013201,       5.757895938,       0.555177621
          0,           0,         479,     0.02714146382,        2.99481178,       2.505393502,       5.758686681,      0.5573144857
          0,           0,         480,     0.02539183267,       2.994758903,       2.505498265,       5.759217587,       0.559025027
          0,           0,         481,     0.02287389773,       2.993982843,         2.5048312,       5.758715683,      0.5603008301
          0,           0,         482,      0.0199765474,       2.992739581,       2.503749124,       5.757775813,      0.5610911536
          0,           0,         483,     0.01701824248,       2.991286735,        2.50279223,       5.756909019,      0.5620476435
          0,           0,         484,     0.01293550518,       2.988930642,       2.500680302,       5.754618979,      0.5620675925
          0,           0,         485,    0.008702445312,       2.986234389,       2.498745357,        5.75225865,      0.5625315493
          0,           0,         486,    0.004169116015,       2.983282192,       2.496717847,       5.749681676,      0.5616230007
          0,           0,         487,  -0.0005185900557,        2.98013785,       2.494677827,       5.746988227,      0.5604995427
          0,           0,         488,   -0.005313173822,       2.976841783,         2.4927067,       5.744235816,       0.559016566
          0,           0,         489,    -0.01018389968,       2.973423412,       2.490889547,       5.741465723,      0.5571539349
          0,           0,         490,    -0.01505786309,       2.969905234,       2.489320116,       5.738727153,      0.5551600765
          0,           0,         491,    -0.02002292494,       2.966300737,       2.488111498,       5.736011746,      0.5524536896
          0,           0,         492,     -0.0250128102,       2.962622458,       2.487374885,       5.733362431,      0.5494506454
          0,           0,         493,      -0.030019041,       2.958873706,       2.487265617,       5.730803084,      0.5461096592
          0,           0,         494,    -0.03503127364,       2.955057908,        2.48797887,       5.728365471,      0.5424498849
          0,           0,         495,    -0.03517400144,       2.956663129,       2.481069956,       5.730133453,      0.5387380926
          0,           0,         496,    -0.03315450238,       2.960996319,        2.47597189,       5.734659893,      0.5352585008
          0,           0,         497,    -0.03052540345,       2.966267059,       2.476016064,       5.740677924,       0.531897151
          0,           0,         498,    -0.02775514466,       2.971826767,       2.481291263,       5.747622372,      0.5284669923
          0,           0,         499,    -0.02511845208,       2.977309689,       2.491038312,       5.755061754,      0.5248054425
